best_fitness,best_position
1922.7965938849618,23.48898493199755 72.49314853923103 31.94509767449949 0.5531072773047114 713.1302652929355 -111.57767760077975 26.745994354430984 37.70151398045787 -135.0702352028012 -260.9663335144385 28.183034841604425 34.37116534436438 11.429333058174866 
