df01,df02,df03,df04,df05,df06,df07,df08,df09,df10,i1,i2,i3,i4,i5,i6,i7
0.0284227670048639,0.0951195864317291,0.0306175444442235,0.00689667872527249,0.0159757651906032,0.00737461366324053,0.0204022446243261,0.0126626633749907,0.0192279579901273,0.0109151916771398,0.173212362007551,0.00342991490354644,0.000185228813693652,3.98713083494893e-06,1.08327552395026e-10,2.33449600152076e-07,-2.39450751326996e-12
0.111995676205382,0.0698520402574997,0.0942017103032037,0.0570991375611732,0.0531908903793883,0.0629775693651831,0.0575955261753605,0.0613958845119502,0.0564948607338026,0.05425296391728,0.192986648806433,0.00165059110797107,0.00247150139992133,0.000855805926615793,1.19620667251471e-06,-1.51024390997054e-05,-3.43824882747105e-07
0.115290504464662,0.0609996766576353,0.0816332645736148,0.0227326554012429,0.0147150061785144,0.0178769356132665,0.00529098860020182,0.0189358304832443,0.0148702270726652,0.0148601751151382,0.177180717379307,0.0026005175431138,0.000140944480570786,4.58951714606782e-05,-3.28811056682767e-09,-1.22586011384719e-06,-1.67741548623392e-09
0.0367265541647255,0.0986837670092887,0.0399371945514932,0.0104715472432131,0.0188125645844096,0.0121765647035639,0.0143475140551226,0.00872052651102804,0.0134563007216048,0.00604637288881751,0.174160477840134,0.00357430536885882,0.00019341342275906,5.30942908991247e-06,1.70143111411905e-10,3.17415493528641e-07,2.99355640079645e-13
0.128808307916084,0.0764655368388578,0.0341061275774167,0.0153214951599427,0.012483989598306,0.0100102790746149,0.00767237845893824,0.0118204904904119,0.00411741992426095,0.00741080187971461,0.187212533101214,0.0016818321836833,0.00157522102185703,0.000477933500170694,3.86267010655677e-07,-1.16735360504039e-05,-1.50878502207954e-07
0.0864712204245106,0.0945142286397876,0.0993341789291377,0.0922696248773487,0.0760554107910114,0.060040109176065,0.0499803331416393,0.0308269230242002,0.0263588757947088,0.0123407389187314,0.203328007941641,0.000960297943447476,0.00303901907887265,0.00220546153669618,5.69187598172728e-06,6.11032985043198e-05,4.51243337448276e-07
0.0823483466873611,0.0862854090921347,0.0239276212770678,0.00451091007988716,0.00913004981070338,0.00962274959519154,0.0101391911455042,0.012921126587659,0.00842596591794914,0.00970588349203566,0.177647554351775,0.00240122109728329,0.000102099370092035,0.000139754807339692,-1.05320523432244e-08,-2.51800750544804e-06,1.29524947922139e-08
0.0192684686672669,0.0455286149282607,0.0194868286199263,0.0175436226451726,0.0108521027575108,0.00427905616685752,0.00683372308119658,0.00414773324795737,0.00546775634973146,0.00316348711715004,0.16296943179302,0.000708486363954511,5.27926658982326e-05,2.74714572600174e-09,1.03278907515794e-15,7.24650591934875e-11,-1.66895437337914e-16
0.0199188928405817,0.051725688268332,0.0213591923384596,0.0271552608882447,0.0124082849084246,0.0111169623884372,0.00412950059167648,0.00636410094707224,0.00419920814697042,0.00411032609483349,0.163459748914304,0.000765894855952075,5.69618681239976e-05,6.06043108589038e-09,7.0798111958944e-17,8.97998801352176e-11,3.56009451661743e-15
0.0361756980289685,0.0837105221329787,0.0318593890119433,0.00731672979153117,0.0128395703020903,0.0110670468112442,0.0159230785089564,0.0103155063785782,0.0131807098167758,0.00590526506759983,0.170546379692072,0.00270622752665057,0.000180442922526511,2.23362451809627e-06,3.83634671699446e-11,1.01431640335004e-07,2.32174770559245e-11
0.103578754418675,0.0728046598129101,0.0495863995616286,0.00984315052365494,0.0144763268368512,0.012566719113579,0.0134274355837987,0.0113436207936931,0.00714090957870054,0.0066470957699081,0.174917284554181,0.00292240008588326,0.000189834607637764,5.68863674064769e-05,3.47115711402146e-09,1.82024695092412e-06,-4.78510932340403e-09
0.0247695253125498,0.0793780940289116,0.0245697013852535,0.00750714728705905,0.00773324084078055,0.00506689711936973,0.00805210684950799,0.00492578674258352,0.00487961816066495,0.00459229126331377,0.1696232226741,0.00250781645807495,0.000130505613240359,1.67594229407815e-06,2.4076635001125e-11,8.17023889966201e-08,5.88661409373537e-12
0.091532140217551,0.0694886872562536,0.0286266638565809,0.0152746903542336,0.014698421775072,0.00902957930519705,0.0155323418721387,0.00811246720689896,0.0117802429570747,0.0106190349914345,0.180350210365519,0.00122740573110031,0.000428291409802578,0.00035883841055795,1.03330846809647e-07,-1.09755352223006e-05,9.54583471310435e-08
0.0456483385042108,0.0694706650515275,0.0323708441899299,0.0398183432992594,0.0226697782026747,0.0240279207685493,0.0107087039894902,0.0153126726597837,0.0101199021973381,0.0116992791609512,0.178211416046981,0.00151326544167173,7.72713447209966e-05,5.47661523123904e-05,2.91722678669698e-09,2.64955032432238e-07,-2.04512134746051e-09
0.0161803758333112,0.0483551367587116,0.015636938886099,0.00651517370259531,0.00389640854358354,0.0053390966474754,0.00608924795049213,0.0056045890613277,0.00593804381940876,0.00294223064593067,0.163241504356311,0.0007972229521391,5.13634810275882e-05,7.23623328189451e-08,1.39098258052439e-13,2.03800430149917e-09,-1.06716154381194e-14
0.0660234608868948,0.114517893443895,0.0517971951571149,0.0504769730310633,0.0331179055345093,0.0404174881444599,0.0275401278240786,0.0318687858334356,0.0278749395295049,0.0252671610637562,0.333952461547508,0.00500523466852174,0.00814064619955051,0.000919236013217191,1.11238906026815e-06,-3.52874440756698e-05,2.25517960112255e-06
0.168899034727365,0.0496427604078304,0.029727407585569,0.0174850780631528,0.0213968897483906,0.0190679160565412,0.0189935236299872,0.0186544596022781,0.0192731824853415,0.0188074268103078,0.200577660004352,0.00180606430759275,0.00366557089073324,0.00253323698828944,7.71874655410215e-06,8.4605589477226e-05,1.01791714980936e-07
0.144923825762646,0.0443376653104818,0.0267707191184018,0.00395145813509939,0.00712105018591485,0.00660285649564189,0.00712299973542458,0.00638148704858653,0.00370270058994341,0.0030690823865075,0.173615330633788,0.000885488238553681,0.000695552279249503,0.000339630964631811,1.6444279684851e-07,2.0904637310707e-06,-1.44094459608624e-08
0.0753163832809289,0.0318608388925034,0.0410283273781397,0.0157923538117531,0.0309516080024067,0.0126942955158573,0.0309387465742281,0.0190292832416683,0.026366743710843,0.0231244192811857,0.194162462093486,0.00179134295676129,0.00123540766912997,0.000374016788099577,1.99736185799988e-07,1.55376583274116e-05,1.57298480312806e-07
0.0679653849484811,0.0625686641161103,0.0200721295836664,0.0261587388858982,0.015446954352625,0.0109088587242846,0.00470322327735491,0.0043152336674222,0.00440142819096469,0.00387837297836983,0.165809773301927,0.00115428702876933,4.35052598204932e-05,1.94079562570712e-06,-1.64647180332543e-11,-4.21504242975864e-08,6.85220015869847e-12
0.0143194286491092,0.0444733433821049,0.0142769119181134,0.00398445502388244,0.00575976614271251,0.00382144308872697,0.00552506759254969,0.0040851375273301,0.00234951514019924,0.00231192862583528,0.163473384848651,0.000775619429257085,3.77141431107738e-05,4.02249367684002e-08,2.61893583968278e-14,7.95896219582069e-10,4.20567700568727e-14
0.0188488208556852,0.0544408721047345,0.0188947434459681,0.00376372590554532,0.00665575097529223,0.00502726193624811,0.0064814960541108,0.00681329250971504,0.00299881469055376,0.00482528722042696,0.165983828926011,0.00136540376213834,5.60641352771587e-05,5.11288017799818e-07,-1.21676988593879e-12,-3.02101639377997e-10,2.45212638191754e-12
0.114095501270281,0.0365821058651915,0.0155439362729062,0.0202410695497385,0.00968166969803248,0.0208704706003339,0.010729493875237,0.020666799900261,0.00975684811962774,0.0157631278595681,0.187820324499394,0.000258624633433522,0.00191866344549683,0.00124110207050618,1.90681888292602e-06,1.81820837354121e-06,-1.78812664170877e-07
0.118558723523762,0.0314409637187682,0.0284127802726218,0.00889192149498968,0.0183993163541387,0.0132082313074224,0.0132106657954447,0.0145342909213514,0.01058778453528,0.0132722731381603,0.206659113091528,0.00177287958390557,0.00553822066786128,0.00342408000833869,1.49093231749271e-05,0.000123507000477445,2.09950114045851e-07
0.016563603349076,0.0277757370392396,0.0150386033200442,0.00838859313135187,0.00613863524816905,0.00565678245372275,0.00867736797599095,0.00730840529497122,0.00655673032686338,0.00700222279648439,0.164087956844683,0.000431954251402625,2.60045824955231e-05,5.89149389613927e-08,-1.33487196436994e-15,8.92411660966984e-10,7.29105402434681e-14
0.128704540004005,0.0471210902603461,0.0121312219381696,0.0121689068035828,0.00943874985238818,0.00418250406191214,0.00219509580038449,0.00462358947758458,0.00368951207922184,0.00523070191803236,0.170343929520973,0.000671505932275676,4.88337705729762e-05,0.000157874563720785,1.38461422957363e-08,-8.11760235296193e-07,-6.64516351240203e-10
0.0109493183886223,0.0340798114748039,0.012507326965125,0.00317387649769708,0.00668446226121838,0.00435549529086035,0.00295559301190945,0.00450626336712657,0.00212040283525975,0.00159000146026854,0.163767312993929,0.000530030334858402,2.58873449048699e-05,1.77648238000737e-07,1.01792355640184e-13,-3.99736165017991e-09,3.67113973994145e-13
0.0166454938378576,0.0464813410374831,0.0187842393897453,0.0184912946411005,0.0112589106558825,0.00593286366731023,0.00790711979627899,0.00377345077036838,0.00542561843939292,0.00287593872399075,0.163104060943047,0.000768958715994206,4.60867990228316e-05,3.91175726616458e-09,-1.1570240934316e-15,-1.0282406092802e-11,1.19160292200515e-15
0.0160566612025181,0.0416380932022692,0.0161656920254128,0.00259050365131642,0.00502314983356867,0.00444589346278389,0.00651698838319378,0.00423066370914943,0.00504256557911827,0.00251889722849046,0.163364154846234,0.000748264277849254,4.66119149189686e-05,7.31531177948556e-08,1.25976583091245e-13,1.99108681191037e-09,-4.87551879182629e-14
0.0192819538922509,0.0441293323516521,0.0180695918846991,0.0100774667006585,0.00697981585430378,0.00436861242084785,0.00558197192375662,0.00562706595714357,0.00650107222055736,0.00423212879591305,0.162977694367157,0.000705989085668198,5.29413308085434e-05,3.16006273448423e-08,3.97144354080576e-14,8.34909162629289e-10,9.66437413193029e-15
0.0754859116372714,0.0528118758673811,0.0657683695038304,0.0541528678935273,0.0680934639807655,0.050629377311751,0.058104436353526,0.0556228431316936,0.0542964566911783,0.0537684426872408,0.181285333303302,0.000395384801349328,0.000710763664509585,0.000627247402941732,4.09913606899011e-07,-1.91621965087355e-06,-8.58823619097898e-08
0.0229981150275329,0.0490059343019543,0.0222683637056534,0.0187155238325275,0.00957078936217634,0.00675253184117438,0.00439623492411343,0.00403317302230345,0.0030807893589397,0.00389150045223276,0.163960565858973,0.00096147601451358,6.50488010241933e-05,3.88307779427325e-08,-1.83287524041282e-14,1.63812956484001e-10,-5.89294170244271e-14
0.0329487856888369,0.0701292460393597,0.0325165615729528,0.00830146857785257,0.00830890135846542,0.00272941659323009,0.00705451195564555,0.00337641187624078,0.00457287379507114,0.00363905311494919,0.16960884375272,0.00223195156372441,0.000183866033274693,2.46240007190978e-06,4.94296302489071e-11,1.14102698783484e-07,-1.73762166454616e-11
0.0173405061899201,0.0402441447123656,0.0202073774951153,0.0136795333367878,0.0151597238205057,0.0109019500144422,0.00975767422238764,0.0066461218308925,0.00520207545097579,0.00386516706865396,0.190396596500673,0.000760237528838732,6.65940490076358e-05,1.46544902243046e-05,4.33746470681468e-10,2.66455641723639e-07,1.4643396011044e-10
0.144733402963878,0.0396170786322094,0.0178368752190176,0.00564371549848798,0.0081380056355388,0.00395636327276573,0.00511081307374719,0.00434661181749948,0.00512315262438651,0.0044285920617727,0.182420066775725,0.000897893375643277,0.00110017633090071,0.000672901263042627,5.78963043135621e-07,8.17054599517805e-06,-3.36185013427165e-09
0.0267295039015876,0.0695669653871792,0.0265027811509371,0.00798502693052776,0.00487641735558887,0.00370807665675504,0.00595070668076766,0.00365168820478942,0.0039170470603197,0.00349505174022007,0.168566842079846,0.0021143115538859,0.000136941362480421,1.56500380963419e-06,2.23625231327419e-11,7.08108818965734e-08,4.98224033329963e-12
0.0155198435421466,0.0388902483712375,0.0158500921943386,0.00307889735160591,0.00608250125306453,0.00258258759551692,0.00338257206930715,0.00217725772668867,0.00292191590669284,0.00241981650060657,0.16493588044163,0.00066292656077868,4.09945478204598e-05,1.55958500094588e-07,-2.1299556425629e-13,6.55474968534683e-10,-3.31875087336852e-13
0.0459500564083011,0.0416818639010573,0.0169514649178597,0.018007922131573,0.0106662740209374,0.00761998619241796,0.00612231818187815,0.00416408920046461,0.00494942030337122,0.00271558462909099,0.163390373962852,0.000648729860316485,4.27736107858302e-05,1.12955681336225e-06,-2.27523930632133e-12,1.26583888943015e-08,7.51455999077544e-12
0.0181842009859764,0.0480690358970231,0.0191928544324884,0.0150832120113211,0.00749141454350917,0.00769939821709458,0.00627800153124959,0.00741009246563494,0.00559952112099704,0.00395799592025371,0.167870622185465,0.0013235737100638,9.31220344435907e-05,7.57488705985781e-07,-8.96139579769034e-13,1.74309520271255e-08,-6.29852224731912e-12
0.00365083818899816,0.021018042194285,0.00384440925902672,0.00276638050384356,0.00232347181844722,0.00245540173252194,0.00209979754101905,0.00161361646308706,0.00112275680131261,0.00135279537585911,0.17220079613637,0.000259717472528276,4.09008055342799e-06,3.86555428548313e-07,-4.72613336530586e-13,5.15959212308603e-09,1.13508227587099e-13
0.0693369807137888,0.0765338581179578,0.054052608411786,0.0469854292605808,0.0308225093467429,0.0222752220069545,0.0266111552171099,0.0149616536905647,0.0150152352707371,0.00947049595682949,0.178788543486677,0.000709901984597017,0.000674685558023723,0.000138135450867284,4.20771577146966e-08,1.5458380504792e-06,-2.80379319779093e-09
0.280603880229627,0.150693987547444,0.0575037110590529,0.0254530339843675,0.0295379630824505,0.0354660557478656,0.0378523731785584,0.056197685940208,0.0398522085830497,0.0503194343202901,0.240851710005318,0.00918763811245561,0.00330606988508019,0.00246792027278533,7.03974875868292e-06,0.000231384330652279,-3.68921932448125e-07
0.00974124439857497,0.0269694737333377,0.0108569690369238,0.0101699666243546,0.00725285825392897,0.0082401590893407,0.00597504955639796,0.00545031007221362,0.00424047205341394,0.00173316456260126,0.178415797361164,0.000318408927471588,1.83330064913832e-05,2.02538031706659e-06,3.77405397284479e-12,3.59492561012559e-08,-1.17505444498957e-11
0.0129500879511708,0.0402796353272992,0.0145053471535283,0.0123536595240045,0.00822885406094032,0.00227019531982629,0.00316901205136826,0.00162298644810103,0.00344940272422062,0.000924887995797981,0.168060035114687,0.00122364926869757,5.22375603310139e-05,1.78076109855632e-07,9.75575695897056e-14,3.73448029132953e-09,-5.34291563353254e-13
0.059300715263275,0.0278505491586588,0.0565850415272873,0.0279877740232278,0.00651802423434066,0.00751714650728929,0.00710305918374712,0.00890357646434926,0.00910214767820559,0.00803532118348037,0.172069320118815,3.99058157355159e-05,0.000453591234276607,1.38711895555561e-05,2.98992144165205e-10,-6.51413009405059e-08,1.05887578280513e-09
0.125621747384449,0.0889074210437318,0.0551909460983426,0.0271828493064806,0.0297437460861941,0.0226623487948772,0.0208179419253984,0.0188275020374201,0.00619461032490592,0.00482985429098924,0.188863722562543,0.00443539600520637,0.00103274834640526,0.000174195374551626,7.37854832242249e-08,3.97174630719438e-06,-3.8200445919041e-09
