ZeroR,BG,AB,RF,HP
ZeroR,2.090130372468841e-17,1.3932874706427154e-17,4.701498011462097e-19,1.7224621309046438e-17
1.862645149230957e-09,BG,4.78818434994975e-13,0.7194590646521744,3.4679669075871308e-09
1.862645149230957e-09,1.862645149230957e-09,AB,1.776612632364313e-14,3.023363112115005e-11
1.862645149230957e-09,0.5909769820974129,1.862645149230957e-09,RF,2.421198127105183e-07
1.862645149230957e-09,8.251568189116987e-06,2.9515314891645597e-06,1.2930207678555483e-05,HP
