best_fitness,best_position
1671.5,"[133.0036763685517, 8.327045070480281, 25499.3413432174, -326.4144039563795, 489.391247954336, -3375.4655041592623, -640.680541633579, 1629.7183945346521, 318.8535047041213, 398.83584763221495, 326.40357719020767, 406.7674773609217, 58.58596886456427, 174.05089219186436, -3651.3496248281713, 94.58857372149275]"
